FoodID,FoodGroups,FoodName,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat,GulaTotal,Kalsium,Besi,Magnesium,Fosfor,Kalium,Natrium,Seng,Tembaga,Mangan,Selenium,VitaminC,Tiamina,Riboflavin,Niasin,Pantotenat,VitaminB6,FolatTotal,Kolina,VitaminB12,VitaminA-IU,VitaminA-RAE,Retinol,AlphaKaroten,BetaKaroten,BetaKriptosantin,Likopen,ZeaksantinLutein,VitaminE,VitaminD,VitaminD-IU,VitaminK,LemakJenuh,LemakTunggal,LemakGanda,Kolesterol,Source
1263,Sayuran,Kentang dihaluskan didehidrasi dibuat dari butiran tanpa susu ditambah susu dan mentega,"77,49","108,00","2,05","4,96","1,14","14,36","2,20",,"35,00","0,19","19,00","60,00","144,00","257,00","0,25","0,02","0,00","1,30","6,00","0,08","0,08","0,76","0,13","0,01","8,00",,,"183,00","43,00","40,00",,"30,00",,,,,,,,"3,06","1,41","0,23","14,00",USDA
1264,Sayuran,Kentang dihaluskan didehidrasi dibuat dari serpihan tanpa susu susu murni dan margarin ditambahkan,"76,30","113,00","1,90","5,60","1,18","15,02","2,30",,"49,00","0,22","18,00","56,00","233,00","332,00","0,18","0,02","0,11","0,50","9,70","0,11","0,05","0,67","0,12","0,01","7,00",,,"220,00","46,00","42,00",,"48,00",,,,,,,,"1,46","2,31","1,55","4,00",USDA
1265,Sayuran,Kentang dihaluskan didehidrasi dibuat dari serpihan tanpa susu susu murni dan mentega ditambahkan,"81,20","97,00","1,77","5,13","1,03","10,87","0,80","1,61","32,00","0,16","11,00","39,00","164,00","164,00","0,18","0,03","0,02","2,50","9,70","0,13","0,05","0,78","0,34","0,10","7,00","11,00","0,11","172,00","47,00","46,00",,"11,00",,,"4,00","0,14","0,30","12,00","1,50","3,19","1,31","0,22","14,00",USDA
1266,Sayuran,Kentang dihaluskan didehidrasi disiapkan dari butiran dengan susu air dan margarin ditambahkan,"76,01","116,00","2,13","4,80","0,93","16,13","1,30","1,74","35,00","0,20","20,00","62,00","155,00","172,00","0,24","0,03","0,20","5,60","6,50","0,09","0,08","0,86","0,15","0,16","8,00","14,00","0,10","214,00","51,00","48,00",,"33,00",,,"7,00","0,51","0,30","11,00","6,30","0,96","1,71","1,05","2,00",USDA
1267,Sayuran,Kentang dihaluskan disiapkan di rumah seluruh susu dan margarin ditambahkan,"75,25","113,00","1,96","4,20","1,65","16,94","1,50","1,41","21,00","0,26","19,00","48,00","326,00","333,00","0,30","0,16","0,11","0,80","10,50","0,09","0,04","1,17","0,48","0,25","9,00","14,00","0,07","187,00","44,00","41,00",,"30,00",,,"7,00","0,42","0,20","7,00","6,00","0,75","1,44","0,89","1,00",USDA
1268,Sayuran,Kentang dihaluskan disiapkan di rumah seluruh susu dan mentega ditambahkan,"75,61","113,00","1,86","4,22","1,50","16,81","1,50","1,43","24,00","0,26","18,00","45,00","284,00","317,00","0,27","0,14","0,11","0,80","6,00","0,09","0,04","1,07","0,47","0,22","8,00","14,00","0,07","138,00","38,00","37,00",,"9,00",,,"7,00","0,12","0,20","10,00","2,00","2,61","1,07","0,20","11,00",USDA
1269,Sayuran,Kentang dihaluskan disiapkan di rumah seluruh susu ditambahkan,"78,48","83,00","1,91","0,57","1,46","17,57","1,50","1,48","24,00","0,27","18,00","46,00","296,00","302,00","0,28","0,15","0,12","0,80","6,20","0,09","0,04","1,12","0,49","0,23","8,00","13,00","0,07","27,00","7,00","7,00",,"2,00",,,"8,00","0,02","0,20","8,00","1,80","0,30","0,12","0,07","2,00",USDA
1270,Sayuran,Kentang dihaluskan siap dimakan,"78,27","106,00","1,97","5,01","1,46","13,29","1,90","1,76","34,00","0,27","14,00","61,00","274,00","298,00","0,30","0,01","0,09","26,90","0,10","0,09","0,09","1,02","0,41","0,11","6,00","14,00","0,22","205,00","53,00","52,00",,"19,00",,,,"0,29","0,10","2,00","2,40","2,63","1,24","0,68","13,00",USDA
1271,Sayuran,Kentang dipanggang daging dan kulit dengan garam,"74,89","93,00","2,50","0,13","1,33","21,15","2,20","1,18","15,00","1,08","28,00","70,00","535,00","10,00","0,36","0,12","0,22","0,40","9,60","0,06","0,05","1,41","0,38","0,31","28,00",,,"10,00","1,00",,,"6,00",,,"30,00","0,04",,,"2,00","0,03","0,00","0,06",,USDA
1272,Sayuran,Kentang dipanggang daging dan kulit tanpa garam,"74,89","93,00","2,50","0,13","1,33","21,15","2,20","1,18","15,00","1,08","28,00","70,00","535,00","10,00","0,36","0,12","0,22","0,40","9,60","0,06","0,05","1,41","0,38","0,31","28,00","15,00",,"10,00","1,00",,,"6,00",,,"30,00","0,04",,,"2,00","0,03","0,00","0,06",,USDA
1273,Sayuran,Kentang dipanggang daging dengan garam,"75,42","93,00","1,96","0,10","0,97","21,55","1,50","1,70","5,00","0,35","25,00","50,00","391,00","241,00","0,29","0,22","0,16","0,30","12,80","0,11","0,02","1,40","0,56","0,30","9,00","15,00",,,,,,,,,,"0,04",,,"0,30","0,03","0,00","0,04",,USDA
1274,Sayuran,Kentang dipanggang daging tanpa garam,"75,42","93,00","1,96","0,10","0,97","21,55","1,50","1,70","5,00","0,35","25,00","50,00","391,00","5,00","0,29","0,22","0,16","0,30","12,80","0,11","0,02","1,40","0,56","0,30","9,00","15,00",,,,,,,,,,"0,04",,,"0,30","0,03","0,00","0,04",,USDA
1275,Sayuran,Kentang dipanggang ditambahkan garam dalam proses beku tidak siap,"68,08","130,00","2,22","1,81","1,73","26,15","2,60","0,69","15,00","0,50",,,"450,00","298,00",,,,,"1,70",,,,,,,,,,,,,,,,,,,,,"0,17",,,,USDA
1276,Sayuran,Kentang dipanggang hanya kulit dengan garam,"47,31","198,00","4,29","0,10","2,24","46,06","7,90","1,40","34,00","7,04","43,00","101,00","573,00","257,00","0,49","0,82","0,62","0,70","13,50","0,12","0,11","3,07","0,86","0,61","22,00","31,00",,"10,00","1,00",,,"6,00",,,"30,00","0,04",,,"1,70","0,03","0,00","0,04",,USDA
1277,Sayuran,Kentang dipanggang kulit tanpa garam,"47,31","198,00","4,29","0,10","2,24","46,06","7,90","1,40","34,00","7,04","43,00","101,00","573,00","21,00","0,49","0,82","0,62","0,70","13,50","0,12","0,11","3,07","0,86","0,61","22,00","31,00",,"10,00","1,00",,,"6,00",,,"30,00","0,04",,,"1,70","0,03","0,00","0,04",,USDA
1278,Sayuran,Kentang direbus dimasak dalam kulit daging dengan garam,"76,98","87,00","1,87","0,10","0,92","20,13","2,00","0,91","5,00","0,31","22,00","44,00","379,00","240,00","0,30","0,19","0,14","0,30","13,00","0,11","0,02","1,44","0,52","0,30","10,00","14,00",,"3,00",,,,"2,00",,,"10,00","0,05",,,"2,20","0,03","0,00","0,04",,USDA
1279,Sayuran,Kentang direbus dimasak dalam kulit kulit tanpa garam,"77,80","78,00","2,86","0,10","2,04","17,21","3,30",,"45,00","6,07","30,00","54,00","407,00","14,00","0,44","0,88","1,34","0,30","5,20","0,03","0,04","1,22","0,36","0,24","10,00",,,,,,,,,,,,,,,"0,03","0,00","0,04",,USDA
1280,Sayuran,Kentang direbus dimasak di kulit daging tanpa garam,"76,98","87,00","1,87","0,10","0,92","20,13","1,80","0,91","5,00","0,31","22,00","44,00","379,00","4,00","0,30","0,19","0,14","0,30","13,00","0,11","0,02","1,44","0,52","0,30","10,00","14,00",,"3,00",,,,"2,00",,,"10,00","0,01",,,"2,20","0,03","0,00","0,04",,USDA
1281,Sayuran,Kentang direbus dimasak di kulit kulit dengan garam,"77,80","78,00","2,86","0,10","2,04","17,20","3,30",,"45,00","6,07","30,00","54,00","407,00","250,00","0,44","0,88","1,34","0,30","5,20","0,03","0,04","1,22","0,36","0,24","10,00",,,,,,,,,,,,,,,"0,03","0,00","0,04",,USDA
1282,Sayuran,Kentang direbus dimasak tanpa kulit daging dengan garam,"77,46","86,00","1,71","0,10","0,72","20,01","2,00","0,89","8,00","0,31","20,00","40,00","328,00","241,00","0,27","0,17","0,14","0,30","7,40","0,10","0,02","1,31","0,51","0,27","9,00","13,00",,"2,00",,,,"1,00",,,"9,00","0,01",,,"2,20","0,03","0,00","0,04",,USDA
1283,Sayuran,Kentang direbus dimasak tanpa kulit daging tanpa garam,"77,46","86,00","1,71","0,10","0,72","20,01","1,80","0,89","8,00","0,31","20,00","40,00","328,00","5,00","0,27","0,17","0,14","0,30","7,40","0,10","0,02","1,31","0,51","0,27","9,00","13,00",,"2,00",,,,"1,00",,,"9,00","0,01",,,"2,20","0,03","0,00","0,04",,USDA
1284,Sayuran,Kentang hash brown beku polos tidak siap,"78,85","82,00","2,06","0,62","0,75","17,72","1,40",,"10,00","0,98","11,00","47,00","285,00","22,00","0,21","0,10","0,15","0,30","8,20","0,10","0,01","1,66","0,32","0,09","4,00",,,,,,,,,,,,,,,"0,16","0,01","0,27",,USDA
1285,Sayuran,Kentang hash brown beku tawar disiapkan digoreng dengan minyak canola,"55,95","219,00","2,65","11,59","1,30","28,51","3,20","0,27","17,00","0,54","28,00","79,00","496,00","15,00","0,38","0,12","0,18","0,50","6,70","0,13","0,03","2,31","0,57","0,24","16,00","23,00",,,,,,,,,,"2,19",,,"18,10","0,93","7,30","2,79",,USDA
1286,Sayuran,Kentang hash brown disiapkan di rumah,"47,25","265,00","3,00","12,52","2,12","35,11","3,20","1,49","14,00","0,55","35,00","70,00","576,00","342,00","0,47","0,29","0,25","0,50","13,00","0,17","0,03","2,30","0,89","0,47","16,00","23,00",,"5,00",,,,"3,00",,,"16,00","0,01",,,"3,70","1,88","5,30","4,70",,USDA
1287,Sayuran,Kentang kaleng padatan yang dikeringkan,"84,28","60,00","1,41","0,21","0,86","13,61","2,30",,"5,00","1,26","14,00","28,00","229,00","219,00","0,28","0,06","0,10","0,90","5,10","0,07","0,01","0,92","0,35","0,19","6,00",,,,,,,,,,,,,,,"0,05","0,01","0,09",,USDA
1288,Sayuran,Kentang kaleng padatan yang dikeringkan tanpa garam ditambahkan,"84,30","62,00","1,40","0,20","0,50","13,60","2,40","0,59","5,00","1,26","14,00","28,00","229,00","5,00","0,28","0,06","0,12","0,90","5,10","0,07","0,01","0,92","0,25","0,19","6,00","9,00",,"2,00",,,,"1,00",,,"6,00","0,05",,,"1,50","0,05","0,01","0,09",,USDA
1289,Sayuran,Kentang kalengan padatan dan cairan,"87,83","44,00","1,20","0,11","0,98","9,89","1,40",,"39,00","0,72","14,00","22,00","205,00","217,00","0,39","0,07","0,07","0,70","7,60","0,03","0,02","0,89","0,17","0,14","5,00",,,,,,,,,,,,,,,"0,03","0,00","0,05",,USDA
1290,Sayuran,Kentang kentang goreng beku dengan saus mentega disiapkan,"63,71","178,00","2,46","8,79","0,92","24,13","3,80",,"33,00","0,99","15,00","38,00","327,00","101,00","0,33","0,10","0,24","0,30","3,80","0,05","0,03","1,42","0,37","0,27","13,00",,,"111,00","26,00","24,00",,,,,,,,,,"3,37","3,15","1,81","23,00",USDA
1291,Sayuran,Kentang kentang goreng beku dengan saus mentega tidak siap,"72,51","135,00","1,87","6,66","0,69","18,28","2,90",,"25,00","0,75","11,00","29,00","248,00","77,00","0,25","0,08","0,19","0,30","5,70","0,05","0,03","1,13","0,31","0,21","12,00",,,"84,00","19,00","18,00",,,,,,,,,,"2,56","2,39","1,37",,USDA
1292,Sayuran,Kentang kentang goreng belok atau potongan biasa garam ditambahkan dalam pemrosesan beku seperti yang dibeli,"67,11","150,00","2,34","4,99","1,59","23,96","2,00","0,21","13,00","0,62","21,00","81,00","380,00","349,00","0,34","0,08","0,16","0,50","7,70","0,11","0,04","2,14","0,45","0,20","31,00","19,00",,"4,00",,,,"2,00",,,"13,00","0,10",,,"2,10","1,25","3,10","0,27",,USDA
1293,Sayuran,Kentang kentang goreng didinginkan disiapkan digoreng dengan minyak canola,"50,57","242,00","3,24","10,30","1,91","33,99","3,60","1,16","10,00","0,74","32,00","122,00","704,00","77,00","0,63","0,11","0,23",,"2,70","0,03","0,05","3,19","0,74","0,36",,,,,,,,,,,,"1,68",,,"19,60","0,81","6,57","2,86",,USDA
1294,Sayuran,Kentang kentang goreng kentang goreng garam ditambahkan dalam pemrosesan beku dipanaskan dengan oven,"64,85","152,00","2,57","3,76","1,84","26,98","2,60","0,25","10,00","0,64","23,00","90,00","459,00","373,00","0,41","0,10","0,19",,"14,00","0,13","0,03","2,24","0,52","0,19","31,00",,,,,,,,,,,"0,08",,,"2,30","0,74","2,21","0,25",,USDA
1295,Sayuran,Kentang kentang goreng kentang goreng garam ditambahkan dalam pemrosesan beku seperti yang dibeli,"69,29","133,00","2,19","3,39","1,61","23,51","1,90","0,20","9,00","0,65","21,00","78,00","400,00","317,00","0,36","0,09","0,16","0,40","18,40","0,10","0,07","2,01","0,47","0,17","38,00",,,"4,00",,,,"2,00",,,"12,00","0,08",,,"1,80","0,69","2,03","0,22",,USDA
1296,Sayuran,Kentang kentang goreng kerut atau potongan biasa garam ditambahkan dalam pemrosesan beku dipanaskan dengan oven,"63,07","166,00","2,51","5,13","1,79","27,50","2,30","0,29","13,00","0,75","28,00","97,00","471,00","391,00","0,40","0,15","0,22","0,10","11,80","0,12","0,03","2,14","0,49","0,17","22,00",,,"4,00",,,,"3,00",,,"15,00","0,10",,,"2,30","1,08","3,45","0,32",,USDA
1297,Sayuran,Kentang kentang goreng potongan cottage garam tidak ditambahkan dalam pemrosesan beku dipanaskan dengan oven,"52,90","218,00","3,44","8,20","1,43","34,03","3,20",,"10,00","1,49","22,00","65,00","480,00","45,00","0,41","0,20","0,30","0,40","9,50","0,12","0,03","2,41","0,69","0,24","17,00",,,,,,,,,,,,,,,"3,89","3,33","0,62",,USDA
1298,Sayuran,Kentang kentang goreng potongan cottage garam tidak ditambahkan dalam pemrosesan beku seperti yang dibeli,"66,82","153,00","2,42","5,78","1,01","23,98","3,00",,"7,00","1,05","16,00","46,00","338,00","32,00","0,29","0,14","0,21","0,30","8,40","0,10","0,02","1,79","0,54","0,18","15,00",,,,,,,,,,,,,,,"2,74","2,35","0,43",,USDA
1299,Sayuran,Kentang kentang goreng potongan irisan beku tidak siap,"66,06","166,00","2,56","7,47","1,69","22,22","2,40","0,34","14,00","0,72",,,"381,00","380,00",,,,,"5,10",,,,,,,,,,,,,,,,,,,,,"1,84",,,,USDA
1300,Sayuran,Kentang kentang goreng potongan silang beku tidak siap,"62,36","193,00","2,70","10,00","1,99","22,95","2,30","0,49","13,00","0,87",,,"310,00","393,00",,,,,"5,70",,,,,,,,,,,,,,,,,,,,,"2,59",,,,USDA
1301,Sayuran,Kentang kentang goreng potongan steak garam tidak ditambahkan dalam pemrosesan beku tidak siap,"69,01","138,00","2,40","3,42","0,86","24,31","2,40","0,21","13,00","0,83",,,"360,00","30,00",,,,,"6,90",,,,,,,,,,,,,,,,,,,,,"0,88",,,,USDA
1302,Sayuran,Kentang kentang goreng semua jenis garam ditambahkan dalam pemrosesan beku disiapkan di rumah dipanaskan dengan oven,"64,44","158,00","2,75","5,48","1,77","25,55","2,00","0,37","12,00","0,57","24,00","87,00","478,00","324,00","0,35","0,10","0,15","0,40","8,60","0,13","0,03","2,08","0,46","0,26","23,00","24,00",,"5,00",,,,"3,00",,,"16,00","0,39",,,"7,40","0,85","1,87","1,50",,USDA
1303,Sayuran,Kentang kentang goreng semua jenis garam ditambahkan dalam pemrosesan beku tidak siap,"66,61","147,00","2,24","4,66","1,68","24,81","1,90","0,20","9,00","0,62","21,00","83,00","408,00","332,00","0,35","0,09","0,16",,"17,30","0,10","0,05","2,04","0,47","0,18","35,00","22,00",,"4,00",,,,"2,00",,,"13,00","0,10",,,"2,20","1,01","3,16","0,30",,USDA
1304,Sayuran,Kentang kentang goreng semua jenis garam tidak ditambahkan dalam pemrosesan beku dipanaskan dengan oven,"61,51","172,00","2,66","5,22","1,90","28,71","2,60","0,28","12,00","0,74","26,00","97,00","451,00","32,00","0,38","0,14","0,21","0,20","13,30","0,13","0,03","2,22","0,52","0,18","28,00",,,,,,,,,,,"0,11",,,"2,50","1,03","3,24","0,32",,USDA
1305,Sayuran,Kentang kentang goreng semua jenis garam tidak ditambahkan dalam pemrosesan dibekukan seperti yang dibeli,"66,61","150,00","2,24","4,66","1,68","24,81","1,90","0,20","9,00","0,62","21,00","83,00","408,00","23,00","0,35","0,09","0,16",,"17,30","0,10","0,05","2,04","0,47","0,18","35,00",,,,,,,,,,,"0,10",,,"2,20","0,94","2,96","0,27",,USDA
1306,Sayuran,Kentang kentang goreng tali sepatu garam ditambahkan dalam pemrosesan beku dipanaskan dengan oven,"56,62","199,00","2,90","6,76","2,07","31,66","2,80","0,31","12,00","0,80","25,00","112,00","505,00","400,00","0,43","0,11","0,19","0,60","14,20","0,13","0,03","2,28","0,55","0,19","33,00",,,"5,00",,,,"3,00",,,"17,00","0,16",,,"2,70","1,27","4,06","0,35",,USDA
1307,Sayuran,Kentang kentang goreng tali sepatu garam ditambahkan dalam pemrosesan beku seperti yang dibeli,"64,51","167,00","2,16","6,24","1,50","25,59","2,30","0,20","11,00","0,72","21,00","90,00","379,00","323,00","0,36","0,11","0,16","0,50","12,30","0,09","0,03","1,97","0,50","0,17","36,00","21,00",,"4,00",,,,"2,00",,,"14,00","0,12",,,"2,60","1,37","3,75","0,31",,USDA
1308,Sayuran,Kentang kentang merah dingin tidak siap,"77,82","84,00","1,75","0,08","1,19","19,16","1,80","0,91","6,00","0,48","19,00","70,00","425,00","42,00","0,38","0,06","0,14","2,90","4,90","0,03","0,02","1,78","0,56","0,26",,"15,00",,,,,,,,,,"0,07",,,"0,40",,,,,USDA
1309,Sayuran,Kentang merah daging dan kulit dipanggang,"76,67","89,00","2,30","0,15","1,29","19,59","1,80","1,43","9,00","0,70","28,00","72,00","545,00","12,00","0,40","0,17","0,17",,"12,60","0,07","0,05","1,60","0,34","0,21","27,00","19,00",,"10,00","1,00",,,"6,00",,,"27,00","0,08",,,"2,80","0,03","0,00","0,04",,USDA
1310,Sayuran,Kentang microwave dimasak dalam kulit daging dan kulit tanpa garam,"72,04","105,00","2,44","0,10","1,18","24,24","2,30",,"11,00","1,24","27,00","105,00","447,00","8,00","0,36","0,33","0,29","0,40","15,10","0,12","0,03","1,71","0,45","0,34","12,00",,,,,,,,,,,,,,,"0,03","0,00","0,04",,USDA
1311,Sayuran,Kentang microwave dimasak di kulit daging dengan garam,"73,55","100,00","2,10","0,10","0,97","23,28","1,60",,"5,00","0,41","25,00","109,00","411,00","243,00","0,33","0,24","0,17","0,40","15,10","0,13","0,03","1,63","0,60","0,32","12,00",,,,,,,,,,,,,,,"0,03","0,00","0,04",,USDA
1312,Sayuran,Kentang microwave dimasak di kulit daging tanpa garam,"73,55","100,00","2,10","0,10","0,97","23,28","1,60",,"5,00","0,41","25,00","109,00","411,00","7,00","0,33","0,24","0,17","0,40","15,10","0,13","0,03","1,63","0,60","0,32","12,00",,,,,,,,,,,,,,,"0,03","0,00","0,04",,USDA
1313,Sayuran,Kentang microwave dimasak di kulit kulit tanpa garam,"63,50","132,00","4,39","0,10","2,38","29,63","5,50",,"46,00","5,94","37,00","82,00","650,00","16,00","0,51","0,88","0,98","0,50","15,30","0,07","0,08","2,22","0,59","0,49","17,00",,,,,,,,,,,,,,,"0,03","0,00","0,04",,USDA
1314,Sayuran,Kentang microwave dimasak di kulit daging dan kulit dengan garam,"72,04","105,00","2,44","0,10","1,18","24,24","2,30",,"11,00","1,24","27,00","105,00","447,00","244,00","0,36","0,33","0,29","0,40","15,10","0,12","0,03","1,71","0,45","0,34","12,00",,,,,,,,,,,,,,,"0,03","0,00","0,04",,USDA
1315,Sayuran,Kentang microwave dimasak di kulit kulit dengan garam,"63,50","132,00","4,39","0,10","2,38","29,63","5,50",,"46,00","5,94","37,00","82,00","650,00","252,00","0,51","0,88","0,98","0,50","15,30","0,07","0,08","2,22","0,59","0,49","17,00",,,,,,,,,,,,,,,"0,03","0,00","0,04",,USDA
1316,Sayuran,Kentang o'brien beku disiapkan,"61,96","204,00","2,22","13,21","0,75","21,86","1,70",,"20,00","0,96","34,00","93,00","473,00","43,00","0,55","0,24","0,23","1,20","10,40","0,05","0,14","1,45","0,73","0,38","12,00",,,"188,00","9,00",,,,,,,,,,,"3,31","5,82","3,47",,USDA
1317,Sayuran,Kentang o'brien beku tidak siap,"79,97","76,00","1,83","0,14","0,60","17,47","1,90",,"13,00","1,03","18,00","49,00","249,00","33,00","0,29","0,13","0,12","1,20","11,30","0,05","0,05","1,13","0,43","0,21","8,00",,,"148,00","7,00",,,,,,,,,,,"0,03","0,01","0,06",,USDA
1318,Sayuran,Kentang o'brien disiapkan sendiri,"79,60","81,00","2,35","1,28","1,29","15,47",,,"36,00","0,47","18,00","50,00","266,00","217,00","0,30","0,13","0,12","1,20","16,70","0,08","0,06","1,01","0,44","0,21","8,00",,,"481,00",,,,,,,,,,,,"0,80","0,35","0,06","4,00",USDA
1319,Sayuran,Kentang putih daging dan kulit dipanggang,"75,43","94,00","2,10","0,15","1,24","21,08","2,10","1,53","10,00","0,64","27,00","75,00","544,00","7,00","0,35","0,13","0,19","0,50","12,60","0,05","0,04","1,53","0,38","0,21","38,00","14,00",,"10,00","1,00",,,"6,00",,,"30,00","0,04",,,"2,70","0,02","0,00","0,04",,USDA
1320,Sayuran,Kentang Russet daging dan kulit dipanggang,"74,45","97,00","2,63","0,13","1,35","21,44","2,30","1,08","18,00","1,07","30,00","71,00","550,00","14,00","0,35","0,11","0,23","0,50","8,30","0,07","0,05","1,35","0,38","0,35","26,00","15,00",,"10,00","1,00",,,"6,00",,,"19,00","0,07",,,"2,00","0,03","0,00","0,05",,USDA
1321,Sayuran,Kentang scalloped campuran kering disiapkan dengan air susu murni dan mentega,"79,17","93,00","2,12","4,30","1,64","12,77","1,10",,"36,00","0,38","14,00","56,00","203,00","341,00","0,25","0,05","0,18","1,60","3,30","0,02","0,06","1,03","0,33","0,04","10,00",,,"148,00","35,00","33,00",,,,,,,,,,"2,63","1,21","0,19","11,00",USDA
1322,Sayuran,Kentang tumbuk dehidrasi butiran dengan susu bentuk kering,"6,30","357,00","10,90","1,10","4,00","77,70","6,60","3,37","142,00","3,50","74,00","237,00","1.848,00","82,00","1,20","0,58","0,49","26,30","16,00","0,19","0,30","4,20","1,86","0,89","30,00","55,00",,"75,00","18,00","17,00",,"10,00",,,"37,00","0,03",,,"8,70","0,46","0,15","0,29","2,00",USDA
1323,Sayuran,Kentang tumbuk dehidrasi butiran tanpa susu bentuk kering,"3,63","372,00","8,22","0,54","2,10","85,51","7,10","3,47","41,00","1,09","98,00","245,00","703,00","67,00","0,91","0,10","1,12","27,10","37,00","0,45","0,25","4,77","0,35","0,86","40,00","57,00",,"11,00","1,00",,,"7,00",,,"38,00","0,27",,,"9,00","0,14","0,01","0,24",,USDA
1324,Sayuran,Kohlrabi dimasak direbus tiriskan dengan garam,"90,30","29,00","1,80","0,11","1,10","6,69","1,10","2,80","25,00","0,40","19,00","45,00","340,00","257,00","0,31","0,13","0,14","0,80","54,00","0,04","0,02","0,39","0,16","0,15","12,00","13,00",,"35,00","2,00",,,"21,00",,,,"0,52",,,"0,10","0,01","0,01","0,05",,USDA
1325,Sayuran,Kohlrabi dimasak direbus tiriskan tanpa garam,"90,30","29,00","1,80","0,11","1,10","6,69","1,10","2,80","25,00","0,40","19,00","45,00","340,00","21,00","0,31","0,13","0,14","0,80","54,00","0,04","0,02","0,39","0,16","0,15","12,00","13,00",,"35,00","2,00",,,"21,00",,,,"0,52",,,"0,10","0,01","0,01","0,05",,USDA
1326,Sayuran,Koktail jus sayuran kalengan,"94,09","22,00","0,93","0,31","0,80","3,87","0,50","2,84","14,00","0,28","11,00","19,00","185,00","169,00","0,12","0,07","0,08","0,20","54,30","0,05","0,03","0,72","0,25","0,07","21,00","8,00",,"706,00","35,00",,"93,00","377,00",,"7.119,00","278,00","1,02",,,"6,10","0,09","0,06","0,08",,USDA
1327,Sayuran,Koktail jus sayuran natrium rendah kaleng,"94,13","19,00","0,91","0,32","0,82","3,83","0,50","2,78","15,00","0,29","12,00","19,00","204,00","55,00","0,12","0,07","0,08","0,20","54,30","0,05","0,03","0,72","0,25","0,07","21,00","8,00",,"706,00","35,00",,"93,00","377,00",,"7.119,00","278,00","1,02",,,"6,10","0,09","0,06","0,08",,USDA
